"WASH7P"
"XKR8"
"EYA3"
"SPCS2P4"
"PTAFR"
"DNAJC8"
"ATP5IF1"
"AL353622.1"
"SESN2"
"MED18"
"PHACTR4"
"RCC1"
"SNHG3"
"TRNAU1AP"
"SNHG12"
"TAF12"
"LINC01715"
"RNU11"
"GMEB1"
"YTHDF2"
"EPB41"
"SRSF4"
"MECR"
"MATN1-AS1"
"AL137857.1"
"LAPTM5"
"SDC3"
"PUM1"
"SNRNP40"
"ZCCHC17"
"SERINC2"
"PEF1"
"AL136115.2"
"PTP4A2"
"KHDRBS1"
"TMEM39B"
"KPNA6"
"AL049795.2"
"TXLNA"
"CCDC28B"
"IQCC"
"TMEM234"
"EIF3I"
"MTMR9LP"
"FAM167B"
"LCK"
"HDAC1"
"MARCKSL1"
"FAM229A"
"BSDC1"
"ZBTB8OS"
"RBBP4"
"SYNC"
"KIAA1522"
"YARS1"
"S100PBP"
"RNF19B"
"AK2"
"AZIN2"
"TRIM62"
"ZNF362"
"PHC2"
"ZSCAN20"
"SMIM12"
"DLGAP3"
"AC114490.3"
"AC114490.2"
"TMEM35B"
"ZMYM6"
"ZMYM1"
"SFPQ"
"ZMYM4"
"RPL5P4"
"KIAA0319L"
"NCDN"
"AC004865.2"
"TFAP2E"
"PSMB2"
"C1orf216"
"CLSPN"
"AGO4"
"AGO1"
"AGO3"
"ADPRHL2"
"COL8A2"
"TRAPPC3"
"MAP7D1"
"THRAP3"
"SH3D21"
"EVA1B"
"STK40"
"LSM10"
"MRPS15"
"CSF3R"
"LINC01137"
"ZC3H12A"
"MEAF6"
"SNIP1"
"GNL2"
"C1orf109"
"CDCA8"
"MANEAL"
"YRDC"
"C1orf122"
"MTF1"
"INPP5B"
"SF3A3"
"FHL3"
"UTP11"
"RRAGC"
"AL139260.1"
"MYCBP"
"AKIRIN1"
"NDUFS5"
"MACF1"
"PPIEL"
"PABPC4"
"HPCAL4"
"PPIE"
"BMP8B"
"OXCT2"
"AL033527.3"
"AL033527.4"
"LINC02811"
"TRIT1"
"MYCL"
"MFSD2A"
"CAP1"
"PPT1"
"RLF"
"AL050341.2"
"ZMPSTE24"
"COL9A2"
"SMAP2"
"ZFP69B"
"ZFP69"
"AL603839.3"
"EXO5"
"ZNF684"
"RIMS3"
"NFYC-AS1"
"NFYC"
"CITED4"
"CTPS1"
"SCMH1"
"AC093151.5"
"HIVEP3"
"FOXJ3"
"ZMYND12"
"PPCS"
"CCDC30"
"PPIH"
"YBX1"
"P3H1"
"C1orf50"
"AC098484.3"
"SVBP"
"ERMAP"
"ZNF691"
"SLC2A1"
"EBNA1BP2"
"MPL"
"AL139289.1"
"CDC20"
"ELOVL1"
"MED8"
"SZT2"
"HYI"
"KDM4A"
"ST3GAL3"
"AL357079.3"
"IPO13"
"DPH2"
"ATP6V0B"
"B4GALT2"
"CCDC24"
"SLC6A9"
"AL356653.1"
"DMAP1"
"ERI3"
"RNF220"
"TMEM53"
"ARMH1"
"RNU5F-1"
"RNU5D-1"
"KIF2C"
"AL592166.1"
"RPS8"
"RPS15AP11"
"PLK3"
"BTBD19"
"PTCH2"
"EIF2B3"
"HECTD3"
"UROD"
"ZSWIM5"
"LINC01144"
"HPDL"
"MUTYH"
"TOE1"
"TESK2"
"CCDC163"
"MMACHC"
"PRDX1"
"AKR1A1"
"NASP"
"CCDC17"
"GPBP1L1"
"RPS15AP10"
"TMEM69"
"IPP"
"AL604028.1"
"MAST2"
"PIK3R3"
"POMGNT1"
"RAD54L"
"LRRC41"
"UQCRH"
"NSUN4"
"FAAH"
"FAAHP1"
"MKNK1"
"MOB3C"
"ATPAF1"
"EFCAB14"
"PDZK1IP1"
"TAL1"
"STIL"
"CMPK1"
"FOXD2-AS1"
"SPATA6"
"AGBL4"
"BEND5"
"FAF1"
"CDKN2C"
"RNF11"
"EPS15"
"EPS15-AS1"
"OSBPL9"
"NRDC"
"TXNDC12"
"KTI12"
"BTF3L4"
"ZFYVE9"
"CC2D1B"
"ORC1"
"PRPF38A"
"TUT4"
"GPX7"
"SHISAL2A"
"COA7"
"ZYG11B"
"RPS13P2"
"ECHDC2"
"SCP2"
"PODN"
"SLC1A7"
"CPT2"
"AL606760.2"
"CZIB"
"MAGOH"
"LRP8"
"LINC02812"
"NDC1"
"YIPF1"
"HSPB11"
"LRRC42"
"TMEM59"
"TCEANC2"
"CYB5RL"
"MRPL37"
"SSBP3"
"ACOT11"
"MROH7-TTC4"
"TTC4"
"PARS2"
"TTC22"
"LEXM"
"DHCR24"
"USP24"
"PLPP3"
"DAB1"
"OMA1"
"TACSTD2"
"MYSM1"
"AL136985.3"
"JUN"
"LINC01135"
"LINC02777"
"LINC01358"
"FGGY"
"HOOK1"
"NFIA"
"TM2D1"
"AC099791.2"
"PATJ"
"L1TD1"
"USP1"
"DOCK7"
"ATG4C"
"ALG6"
"ITGB3BP"
"EFCAB7"
"DLEU2L"
"PGM1"
"RAVER2"
"JAK1"
"AK4"
"LEPROT"
"LEPR"
"PDE4B"
"WDR78"
"MIER1"
"SLC35D1"
"IL12RB2"
"SERBP1"
"GADD45A"
"WLS"
"DEPDC1"
"LRRC40"
"SRSF11"
"ANKRD13C"
"HHLA3"
"CTH"
"ZRANB2"
"ZRANB2-AS2"
"NEGR1"
"LRRIQ3"
"FPGT"
"CRYZ"
"TYW3"
"ACADM"
"RABGGTB"
"MSH4"
"ST6GALNAC3"
"TPI1P1"
"PIGK"
"AC113935.1"
"AK5"
"AC118549.1"
"USP33"
"MIGA1"
"AC138392.1"
"NEXN"
"FUBP1"
"DNAJB4"
"GIPC2"
"AC103591.3"
"IFI44L"
"IFI44"
"LINC01781"
"TTLL7"
"AL359504.2"
"PRKACB"
"RPF1"
"GNG5"
"AL359762.3"
"SPATA1"
"CTBS"
"AL359762.1"
"SSX2IP"
"MCOLN2"
"SYDE2"
"C1orf52"
"BCL10"
"AL078459.1"
"ZNHIT6"
"COL24A1"
"ODF2L"
"AL049597.2"
"SH3GLB1"
"SELENOF"
"HS2ST1"
"LMO4"
"PKN2-AS1"
"PKN2"
"GTF2B"
"KYAT3"
"RBMXL1"
"GBP3"
"GBP1"
"PTGES3P1"
"GBP2"
"GBP4"
"AC099063.4"
"GBP5"
"GBP1P1"
"LRRC8B"
"LRRC8C-DT"
"LRRC8C"
"LRRC8D"
"ZNF326"
"ZNF644"
"CDC7"
"HSP90B3P"
"TGFBR3"
"EPHX4"
"BTBD8"
"GLMN"
"RPAP2"
"GFI1"
"EVI5"
"RPL5"
"DIPK1A"
"AC093577.2"
"MTF2"
"TMED5"
"CCDC18"
"CCDC18-AS1"
"DR1"
"FNBP1L"
"BCAR3"
"DNTTIP2"
"GCLM"
"ARHGAP29"
"ABCD3"
"ALG14"
"TLCD4"
"TLCD4-RWDD3"
"RWDD3"
"RPL7P9"
"PTBP2"
"DPYD"
"SEC63P1"
"FRRS1"
"AGL"
"SLC35A3"
"MFSD14A"
"SASS6"
"TRMT13"
"LRRC39"
"DBT"
"BRI3P1"
"RTCA-AS1"
"RTCA"
"CDC14A"
"EXTL2"
"SLC30A7"
"DPH5"
"AC093157.1"
"AL109741.1"
"S1PR1"
"RNPC3"
"AMY2B"
"AC092506.1"
"AL512844.1"
"PRMT6"
"AC114491.1"
"VAV3"
"LINC02785"
"SLC25A24"
"FAM102B"
"HENMT1"
"AL160171.1"
"PRPF38B"
"STXBP3"
"AKNAD1"
"GPSM2"
"CLCC1"
"WDR47"
"BX679664.3"
"TAF13"
"AL356488.3"
"TMEM167B"
"KIAA1324"
"SARS1"
"CELSR2"
"PSRC1"
"SORT1"
"PSMA5"
"ATXN7L2"
"CYB561D1"
"AMIGO1"
"GNAI3"
"AMPD2"
"GSTM4"
"GSTM2"
"GSTM1"
"GSTM3"
"CSF1"
"AHCYL1"
"STRIP1"
"AL160006.1"
"KCNC4"
"RBM15-AS1"
"RBM15"
"LAMTOR5-AS1"
"AL355488.1"
"LAMTOR5"
"KCNA2"
"AL365361.1"
"KCNA3"
"CD53"
"LRIF1"
"DRAM2"
"CEPT1"
"AL355816.2"
"DENND2D"
"CHI3L2"
"AL390195.2"
"WDR77"
"ATP5PB"
"C1orf162"
"TMIGD3"
"ADORA3"
"RAP1A"
"INKA2"
"DDX20"
"AL445426.1"
"CTTNBP2NL"
"WNT2B"
"ST7L"
"CAPZA1"
"MOV10"
"RHOC"
"SLC16A1"
"SLC16A1-AS1"
"LRIG2-DT"
"LRIG2"
"MAGI3"
"PHTF1"
"RSBN1"
"PTPN22"
"AP4B1"
"DCLRE1B"
"HIPK1"
"TRIM33"
"BCAS2"
"DENND2C"
"NRAS"
"CSDE1"
"SIKE1"
"TSPAN2"
"LINC01765"
"VANGL1"
"SLC22A15"
"ATP1A1"
"ATP1A1-AS1"
"LINC01762"
"AL390066.2"
"CD58"
"CD2"
"FTH1P22"
"CD101"
"TTF2"
"MAN1A2"
"TENT5C"
"GDAP2"
"WDR3"
"WARS2"
"WARS2-AS1"
"ZNF697"
"PHGDH"
"NOTCH2"
"SEC22B"
"AC244669.1"
"FP325311.1"
"NBPF8"
"AC241952.2"
"NBPF26"
"AC253572.2"
"LINC00623"
"FCGR1B"
"FAM72B"
"SRGAP2C"
"LINC02798"
"EMBP1"
"NBPF17P"
"AC239800.1"
"FCGR1CP"
"H3-2"
"FAM72C"
"SRGAP2D"
"RNVU1-15"
"AC246785.3"
"NBPF15"
"RNVU1-26"
"RNVU1-28"
"FP700111.1"
"SRGAP2B"
"FAM72D"
"LINC01145"
"AC241585.2"
"AC245014.3"
"NBPF20"
"NBPF25P"
"GPR89A"
"CD160"
"RNF115"
"POLR3C"
"NUDT17"
"PIAS3"
"ANKRD35"
"ITGA10"
"PEX11B"
"RBM8A"
"LIX1L"
"ANKRD34A"
"POLR3GL"
"TXNIP"
"AC239799.2"
"LINC01719"
"NBPF10"
"NOTCH2NLA"
"AC239799.1"
"SEC22B4P"
"AC245407.2"
"NBPF12"
"RNVU1-8"
"PRKAB2"
"PDIA3P1"
"AC242426.2"
"FMO5"
"CCT8P1"
"CHD1L"
"BCL9"
"ACP6"
"GPR89B"
"LINC02804"
"NBPF11"
"LINC01138"
"AC245100.4"
"AC245100.8"
"RNVU1-27"
"NBPF14"
"PDE4DIP"
"NBPF9"
"AC245297.4"
"AC245297.2"
"NOTCH2NLC"
"AC242842.3"
"NBPF19"
"LINC00869"
"RNVU1-30"
"FCGR1A"
"H2BC18"
"H4C14"
"H2BC19P"
"H2BC20P"
"H2AC19"
"H4C15"
"AC239868.1"
"H2BC21"
"H2AC20"
"H2AC21"
"BOLA1"
"SF3B4"
"MTMR11"
"OTUD7B"
"AC244033.2"
"VPS45"
"PLEKHO1"
"AC242988.2"
"ANP32E"
"APH1A"
"C1orf54"
"MRPS21"
"PRPF3"
"RPRD2"
"TARS2"
"ADAMTSL4-AS2"
"ADAMTSL4"
"ADAMTSL4-AS1"
"MCL1"
"ENSA"
"GOLPH3L"
"HORMAD1"
"CTSS"
"CTSK"
"ARNT"
"SETDB1"
"CERS2"
"MINDY1"
"PRUNE1"
"BNIPL"
"C1orf56"
"CDC42SE1"
"MLLT11"
"GABPB2"
"SEMA6C"
"TNFAIP8L2"
"SCNM1"
"TMOD4"
"VPS72"
"PIP5K1A"
"PSMD4"
"ZNF687-AS1"
"ZNF687"
"PI4KB"
"RFX5"
"AL391069.2"
"PSMB4"
"POGZ"
"TUFT1"
"SNX27"
"MRPL9"
"OAZ3"
"TDRKH"
"TDRKH-AS1"
"RORC"
"THEM4"
"S100A10"
"AL450992.2"
"S100A11"
"S100A9"
"S100A12"
"S100A8"
"S100A6"
"S100A4"
"S100A13"
"CHTOP"
"SNAPIN"
"ILF2"
"INTS3"
"SLC27A3"
"GATAD2B"
"DENND4B"
"CRTC2"
"SLC39A1"
"AL358472.4"
"CREB3L4"
"JTB"
"AL358472.2"
"RAB13"
"RPS27"
"TPM3"
"C1orf43"
"UBAP2L"
"HAX1"
"ATP8B2"
"IL6R"
"UBE2Q1"
"ADAR"
"KCNN3"
"PMVK"
"PBXIP1"
"PYGO2"
"AL451085.3"
"SHC1"
"CKS1B"
"FLAD1"
"ZBTB7B"
"ADAM15"
"EFNA4"
"EFNA3"
"SLC50A1"
"DPM3"
"KRTCAP2"
"TRIM46"
"THBS3"
"MTX1"
"GBAP1"
"GBA"
"FAM189B"
"SCAMP3"
"CLK2"
"HCN3"
"FDPS"
"RUSC1-AS1"
"RUSC1"
"ASH1L"
"ASH1L-AS1"
"MSTO1"
"AL353807.3"
"AL353807.5"
"YY1AP1"
"DAP3"
"GON4L"
"SYT11"
"RIT1"
"KHDC4"
"ARHGEF2"
"AL355388.1"
"SSR2"
"UBQLN4"
"LAMTOR2"
"LMNA"
"SEMA4A"
"SLC25A44"
"PMF1-BGLAP"
"PMF1"
"PAQR6"
"SMG5"
"TMEM79"
"GLMP"
"CCT3"
"C1orf61"
"MEF2D"
"NAXE"
"GPATCH4"
"ISG20L2"
"RRNAD1"
"MRPL24"
"HDGF"
"PRCC"
"SH2D2A"
"PEAR1"
"ARHGEF11"
"ETV3"
"FCRL5"
"FCRL3"
"FCRL2"
"FCRL1"
"CD1D"
"CD1A"
"CD1C"
"CD1E"
"MNDA"
"PYHIN1"
"IFI16"
"AIM2"
"FCER1A"
"DUSP23"
"FCRL6"
"SLAMF8"
"CFAP45"
"TAGLN2"
"PIGM"
"IGSF8"
"PEA15"
"DCAF8"
"AL139011.2"
"PEX19"
"COPA"
"NCSTN"
"SLAMF6"
"CD84"
"SLAMF1"
"AL121985.1"
"CD48"
"SLAMF7"
"LY9"
"CD244"
"ITLN1"
"F11R"
"AL591806.4"
"TSTD1"
"USF1"
"ARHGAP30"
"PFDN2"
"NIT1"
"DEDD"
"UFC1"
"USP21"
"PPOX"
"B4GALT3"
"NDUFS2"
"FCER1G"
"TOMM40L"
"MPZ"
"SDHC"
"AL592295.4"
"AL592295.5"
"AL592295.3"
"FCGR2A"
"AL590385.2"
"HSPA6"
"FCGR3A"
"FCGR2C"
"HSPA7"
"FCGR3B"
"FCGR2B"
"FCRLA"
"FCRLB"
"DUSP12"
"ATF6"
"OLFML2B"
"SH2D1B"
"UHMK1"
"UAP1"
"DDR2"
"HSD17B7"
"RGS5"
"AL592435.1"
"NUF2"
"PBX1"
"MGST3"
"ALDH9A1"
"TMCO1"
"TMCO1-AS1"
"UCK2"
"POGK"
"TADA1"
"GPA33"
"POU2F1"
"CD247"
"CREG1"
"RCSD1"
"MPZL1"
"MPC2"
"DCAF6"
"TIPRL"
"SFT2D2"
"TBX19"
"XCL2"
"XCL1"
"ATP1B1"
"NME7"
"BLZF1"
"SLC19A2"
"F5"
"SELP"
"C1orf112"
"SELL"
"METTL18"
"SCYL3"
"KIFAP3"
"GORAB"
"BX284613.2"
"FMO4"
"PRRC2C"
"PFN1P1"
"VAMP4"
"EEF1AKNMT"
"DNM3"
"PIGC"
"SUCO"
"FASLG"
"TNFSF4"
"AL645568.1"
"PRDX6"
"KLHL20"
"CENPL"
"DARS2"
"GAS5"
"GAS5-AS1"
"ZBTB37"
"RC3H1"
"RABGAP1L-DT"
"RABGAP1L"
"Z99127.4"
"CACYBP"
"MRPS14"
"KIAA0040"
"LINC02803"
"COP1"
"AL591043.2"
"CRYZL2P"
"RASAL2"
"AL365357.1"
"C1orf220"
"RALGPS2"
"FAM20B"
"TOR3A"
"ABL2"
"SOAT1"
"TOR1AIP2"
"AL353708.3"
"TOR1AIP1"
"CEP350"
"QSOX1"
"ACBD6"
"XPR1"
"STX6"
"MR1"
"IER5"
"GLUL"
"RNASEL"
"RGS16"
"NPL"
"AL355999.1"
"DHX9"
"LAMC1"
"SMG7"
"NCF2"
"ARPC5"
"RGL1"
"COLGALT2"
"TSEN15"
"C1orf21"
"EDEM3"
"NIBAN1"
"RNF2"
"TRMT1L"
"SWT1"
"AL356273.6"
"IVNS1ABP"
"HMCN1"
"TPR"
"ODR4"
"AL096803.2"
"PTGS2"
"PLA2G4A"
"ERVMER61-1"
"RGS18"
"AL390957.1"
"RGS1"
"AL136454.1"
"RGS2"
"UCHL5"
"RO60"
"GLRX2"
"CDC73"
"AL136456.1"
"CFH"
"ASPM"
"ZBTB41"
"DENND1B"
"FAM204BP"
"C1orf53"
"NEK7"
"AL450352.1"
"PTPRC"
"MIR181A1HG"
"LINC00862"
"ZNF281"
"KIF14"
"DDX59"
"CAMSAP2"
"KIF21B"
"TMEM9"
"CSRP1"
"AC096677.1"
"RPS10P7"
"NAV1"
"IPO9-AS1"
"IPO9"
"SHISA4"
"TIMM17A"
"RNPEP"
"ARL8A"
"PTPN7"
"LGR6"
"UBE2T"
"PPP1R12B"
"AC099336.2"
"KDM5B"
"PCAT6"
"RABIF"
"KLHL12"
"ADIPOR1"
"CYB5R1"
"TMEM183A"
"CHI3L1"
"LINC01353"
"BTG2"
"ATP2B4"
"LAX1"
"ZC3H11A"
"SNRPE"
"SOX13"
"PLEKHA6"
"AL606489.1"
"PPP1R15B"
"PIK3C2B"
"MDM4"
"AL512306.3"
"AL512306.2"
"TMEM81"
"RBBP5"
"DSTYK"
"TMCC2"
"NUAK2"
"SNRPGP10"
"CDK18"
"ELK4"
"SLC45A3"
"NUCKS1"
"RAB29"
"SLC41A1"
"PM20D1"
"BX571818.1"
"RHEX"
"FAM72A"
"SRGAP2"
"IKBKE"
"RASSF5"
"EIF2D"
"DYRK3"
"MAPKAPK2"
"AL591846.2"
"FCMR"
"PFKFB2"
"YOD1"
"C4BPA"
"CD55"
"CR2"
"CR1"
"CR1L"
"CD46"
"MIR29B2CHG"
"PLXNA2"
"HSD11B1-AS1"
"G0S2"
"TRAF3IP3"
"C1orf74"
"UTP25"
"HHAT"
"RCOR3"
"TRAF5"
"LINC00467"
"SLC30A1"
"NEK2"
"LPGAT1"
"INTS7"
"DTL"
"PPP2R5A"
"PACC1"
"NENF"
"AC092803.1"
"ATF3"
"LINC02773"
"BATF3"
"NSL1"
"TATDN3"
"FLVCR1-DT"
"FLVCR1"
"ANGEL2"
"RPS6KC1"
"SMYD2"
"CENPF"
"KCTD3"
"GPATCH2"
"RRP15"
"LYPLAL1-DT"
"LYPLAL1"
"ZC3H11B"
"EPRS1"
"BPNT1"
"IARS2"
"RAB3GAP2"
"MORF4L1P1"
"C1orf115"
"MARC2"
"MARC1"
"AL445423.3"
"HLX-AS1"
"HLX"
"DUSP10"
"LINC01655"
"LINC02257"
"TAF1A"
"TAF1A-AS1"
"MIA3"
"AL592148.3"
"AIDA"
"BROX"
"FAM177B"
"AL392172.1"
"AC093152.1"
"DISP1"
"TLR5"
"SUSD4"
"CAPN2"
"TP53BP2"
"GTF2IP20"
"AC138393.1"
"FBXO28"
"DEGS1"
"NVL"
"CNIH4"
"WDR26"
"CNIH3"
"LBR"
"SRP9"
"EPHX1"
"AL591895.1"
"TMEM63A"
"AL117348.2"
"PYCR2"
"SDE2"
"AL512343.2"
"H3-3A"
"ACBD3"
"MIXL1"
"LIN9"
"PARP1"
"ITPKB"
"PSEN2"
"COQ8A"
"CDC42BPA"
"ZNF678"
"SNAP47"
"JMJD4"
"ARF1"
"C1orf35"
"MRPL55"
"GUK1"
"IBA57"
"OBSCN"
"AL353593.1"
"TRIM11"
"H2AW"
"H2BU1"
"RNF187"
"FTH1P2"
"RHOU"
"RAB4A"
"CCSAP"
"NUP133"
"ABCB10"
"TAF5L"
"URB2"
"LINC01736"
"GALNT2"
"PGBD5"
"COG2"
"C1orf198"
"TTC13"
"ARV1"
"FAM89A"
"C1orf131"
"GNPAT"
"EXOC8"
"SPRTN"
"EGLN1"
"AL445524.1"
"TSNAX"
"TSNAX-DISC1"
"DISC1"
"SIPA1L2"
"MAP10"
"NTPCR"
"PCNX2"
"MAP3K21"
"SLC35F3"
"COA6-AS1"
"COA6"
"TARBP1"
"IRF2BP2"
"AL391832.2"
"AL391832.3"
"TOMM20"
"RBM34"
"ARID4B"
"GGPS1"
"TBCE"
"TBCE.1"
"B3GALNT2"
"LYST"
"NID1"
"GPR137B"
"ERO1B"
"EDARADD"
"LGALS8"
"AL359921.2"
"AL359921.1"
"HEATR1"
"MTR"
"RPL35P1"
"RYR2"
"CHRM3-AS2"
"FH"
"KMO"
"OPN3"
"CHML"
"EXO1"
"AL591686.2"
"CEP170"
"SDCCAG8"
"AKT3"
"ZBTB18"
"AL645465.1"
"ADSS2"
"CATSPERE"
"DESI2"
"COX20"
"HNRNPU"
"AL356512.1"
"EFCAB2"
"KIF26B"
"SMYD3"
"TFB2M"
"CNST"
"SCCPDH"
"AHCTF1"
"ZNF670"
"ZNF669"
"ZNF124"
"AL390728.6"
"AL390728.4"
"AL390728.5"
"ZNF496"
"NLRP3"
"GCSAML"
"TRIM58"
"SH3BP5L"
"ZNF672"
"ZNF692"
"PGBD2"
"FAM110C"
"SH3YL1"
"ACP1"
"ALKAL2"
"TMEM18"
"EIPR1"
"TRAPPC12"
"ADI1"
"AC231981.1"
"AC108488.1"
"RNASEH1"
"RNASEH1-AS1"
"AC108488.3"
"RPS7"
"TMSB4XP2"
"NRIR"
"CMPK2"
"RSAD2"
"RNF144A"
"LINC01871"
"LINC00298"
"LINC00299"
"ID2-AS1"
"ID2"
"KIDINS220"
"MBOAT2"
"ASAP2"
"ITGB1BP1"
"CPSF3"
"IAH1"
"ADAM17"
"AC080162.1"
"AC073195.2"
"YWHAQ"
"TAF1B"
"AC010969.2"
"GRHL1"
"AC104794.3"
"KLF11"
"RRM2"
"HPCAL1"
"ODC1"
"ODC1-DT"
"NOL10"
"RN7SL832P"
"ATP6V1C2"
"AC092687.3"
"PDIA6"
"SLC66A3"
"ROCK2"
"E2F6"
"LPIN1"
"MIR3681HG"
"TRIB2"
"NBAS"
"DDX1"
"FAM49A"
"SMC6"
"GEN1"
"RDH14"
"LINC01376"
"LINC00954"
"TTC32"
"WDR35"
"LAPTM4A"
"PUM2"
"RHOB"
"AC012065.5"
"HS1BP3"
"LDAH"
"ATAD2B"
"UBXN2A"
"MFSD2B"
"WDCP"
"FKBP1B"
"SF3B6"
"FAM228B"
"TP53I3"
"ITSN2"
"NCOA1"
"PTRHD1"
"CENPO"
"ADCY3"
"DNAJC27"
"DNAJC27-AS1"
"POMC"
"DNMT3A"
"DTNB"
"DTNB-AS1"
"ASXL2"
"KIF3C"
"RAB10"
"GAREM2"
"HADHA"
"HADHB"
"AC010896.1"
"ADGRF3"
"SELENOI"
"OTOF"
"SLC35F6"
"CENPA"
"MAPRE3"
"TMEM214"
"AGBL5"
"OST4"
