species,pathway,cor,p_value,celltype
Bacteroides_BPS,BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP,-0.038567800303363,1.13273427293723e-11,classical Monocyte
Bacteroides_BPS,BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN,0.0780683312329341,4.61401592160923e-43,classical Monocyte
Bacteroides_BPS,BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP,0.0176430548288625,0.00190573867573416,classical Monocyte
Bacteroides_BPS,BHATTACHARYA_EMBRYONIC_STEM_CELL,0.0385345408815878,1.17964974952392e-11,classical Monocyte
Bacteroides_BPS,BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN,0.0437131288169025,1.41477388859011e-14,classical Monocyte
Bacteroides_BPS,BHAT_ESR1_TARGETS_NOT_VIA_AKT1_UP,-0.00512947055186783,0.36677130319723,classical Monocyte
Bacteroides_BPS,BHAT_ESR1_TARGETS_VIA_AKT1_DN,0.0119321927071814,0.0357686785615134,classical Monocyte
Bacteroides_BPS,BHAT_ESR1_TARGETS_VIA_AKT1_UP,-0.0198195502649015,0.000487380462823239,classical Monocyte
Bacteroides_BPS,BIDUS_METASTASIS_DN,0.0696783047741952,1.23640543104085e-34,classical Monocyte
Bacteroides_BPS,BIDUS_METASTASIS_UP,0.0518474438038454,6.93191971300422e-20,classical Monocyte
Bacteroides_BPS,BILANGES_RAPAMYCIN_SENSITIVE_GENES,0.0844957299522154,3.62235013173539e-50,classical Monocyte
Bacteroides_BPS,BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,0.0147718787501733,0.00934255362274528,classical Monocyte
Bacteroides_BPS,BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES,0.0913057499805529,2.59650170692059e-58,classical Monocyte
Bacteroides_BPS,BILANGES_SERUM_RESPONSE_TRANSLATION,0.08296155051656,2.02388928144899e-48,classical Monocyte
Bacteroides_BPS,BILANGES_SERUM_SENSITIVE_GENES,0.01880179697085,0.000938059580774973,classical Monocyte
Bacteroides_BPS,BILANGES_SERUM_SENSITIVE_VIA_TSC1,-0.0312808949411687,3.6868822239502e-08,classical Monocyte
Bacteroides_BPS,BILANGES_SERUM_SENSITIVE_VIA_TSC2,0.0679848329874607,4.7578648571706e-33,classical Monocyte
Bacteroides_BPS,BILBAN_B_CLL_LPL_DN,0.0899074393203757,1.37597832958533e-56,classical Monocyte
Bacteroides_BPS,BILBAN_B_CLL_LPL_UP,-0.0244539211865129,1.68259330865582e-05,classical Monocyte
Bacteroides_BPS,BILD_CTNNB1_ONCOGENIC_SIGNATURE,0.153272051787197,4.51768170638284e-162,classical Monocyte
Bacteroides_BPS,BILD_E2F3_ONCOGENIC_SIGNATURE,0.0174745585868519,0.00210581486276606,classical Monocyte
Bacteroides_BPS,BILD_HRAS_ONCOGENIC_SIGNATURE,0.0874105821531198,1.41483724354477e-53,classical Monocyte
